id,created,text,lat,long,category,geom
7.08129e+17,3/11/2016 3:12,"06:12 Msa rd ni kubaya
... Leo ni Leo! Overlappers ni wengi. Jam from syokimau...  https://t.co/hopGSbl6eQ via @tkaritan",-1.359559,36.907978999999997,traffic,SRID=4326;POINT(-1.359559 36.907979)
7.08128e+17,3/11/2016 3:12,06:12 #MsaRd traffic starts at Kapa both at the highway and service lane!! A proper gridlock! Leo ni Ile siku!😏🤔 @hopeonair via @MusuvaJnr,-1.180448,36.939087999999998,NONE,SRID=4326;POINT(-1.180448 36.939088)
7.08128e+17,3/11/2016 3:12,"06:12 @mwendwamut @rachael_karitu of Jam,is an Accident,just b'fore the Cabanas Interchange,Saloon Car and a Trailer. via @faroukalmas",-1.249806,36.846795,accident,SRID=4326;POINT(-1.249806 36.846795)
7.08128e+17,3/11/2016 3:12,06:11 Mombasa road traffic!!! 6:10 and the traffic starts Just before Syokimau train station :( via @faith_nzisa,-1.359559,36.907978999999997,rain,SRID=4326;POINT(-1.359559 36.907979)
7.08128e+17,3/11/2016 3:11,06:11 waiyakiway we moving so well... via @siemaingosi,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08128e+17,3/11/2016 3:11,06:11 Juggernaut has rammed passenger car at Steelmakers causing a gridlock on approach to Cabanas on Mombasa road. via @dennisoketch,-1.331118,36.887873999999996,NONE,SRID=4326;POINT(-1.331118 36.887874)
7.08128e+17,3/11/2016 3:10,06:10 @Djmashro accifent btwn trailer and personal car before pedestrian bridge blocking 2 lanes jst before cabanas via @mwendwamut,-1.331118,36.887873999999996,NONE,SRID=4326;POINT(-1.331118 36.887874)
7.08128e+17,3/11/2016 3:09,06:09 Ngong road is a mess..Kama hujatoka kwa nyumba usitoke via @gibbs_ace,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08127e+17,3/11/2016 3:07,06:07 syokimau whats up with msa rd😠  https://t.co/jmC0rRmJOM via @Djmashro,-1.359559,36.907978999999997,NONE,SRID=4326;POINT(-1.359559 36.907979)
7.08127e+17,3/11/2016 3:06,06:05 @mwendwamut @rachael_karitu cause of jam is matatus stage GM. via @dnlugosi,-1.330205,36.870267999999996,traffic,SRID=4326;POINT(-1.330205 36.870268)
7.08127e+17,3/11/2016 3:06,06:05 Jam from gateway mall on Mombasa road hell on the road via @adostella,-1.364767,36.911642999999998,traffic,SRID=4326;POINT(-1.364767 36.911643)
7.08127e+17,3/11/2016 3:05,06:05 accident btwn a trailer&amp; personal vehicle blocking 2 lanes on msa road just before the ~more ⇢ https://t.co/oQLGRQyHWf via @mwendwamut,-1.249806,36.846795,accident,SRID=4326;POINT(-1.249806 36.846795)
7.08127e+17,3/11/2016 3:05,06:05 I think I just heard an accident happen hapo KU this Early morning... #ThikaRd via @Tweshie,-1.180448,36.939087999999998,accident,SRID=4326;POINT(-1.180448 36.939088)
7.08127e+17,3/11/2016 3:05,06:04 Landhies road is moving slow via @lagaless,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08127e+17,3/11/2016 3:05,06:04 @lagaless A probox causing a jam on juja rd near st. teresas.. via @litswa,-1.278965,36.850878999999999,traffic,SRID=4326;POINT(-1.278965 36.850879)
7.08127e+17,3/11/2016 3:05,06:04 Mombasa road at Cabanas parking lot compounded by a damp road. via @dennisoketch,-1.331118,36.887873999999996,NONE,SRID=4326;POINT(-1.331118 36.887874)
7.08126e+17,3/11/2016 3:04,06:03 #mombasa rd whats happening jam starts frm sykimau railway station via @paulgthg,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.08126e+17,3/11/2016 3:03,"06:02 be in the know, traffic is moving well on Jogoo rd. via @lagaless",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08126e+17,3/11/2016 3:02,06:02 It's 6am...Mombasa Rd is hell...we may not get to our destinations...what is ahead? via @swachirah,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08126e+17,3/11/2016 3:02,06:02 morning? Jam imeanzia airport sahii surely  https://t.co/9opqYf9DRk via @GorJerry,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.08126e+17,3/11/2016 3:01,06:01 Retweet if u r online. Jogoo road is nyweee via @lagaless,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08125e+17,3/11/2016 2:58,05:58 @mwendwamut from Cabanas its very clear. The problem must be before Cabanas via @rachael_karitu,-1.331118,36.887873999999996,NONE,SRID=4326;POINT(-1.331118 36.887874)
7.08124e+17,3/11/2016 2:56,05:56 Nightmare on Mombasa road via @TheZiza,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08124e+17,3/11/2016 2:56,05:56 Thikaroad traffic slowing down at Homeland via @rwambah,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08123e+17,3/11/2016 2:49,05:49 watu waamke mapema tu.... Jogoo road is always clear before 6. via @rodah_,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08122e+17,3/11/2016 2:48,05:47 thika road inbound smooth all the way 20 minutes from ruiru via @mseenoma,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08122e+17,3/11/2016 2:46,05:45 KiamburingTT to muthaiga smooth all the way.. via @mumirah,-1.260091,36.843350999999998,NONE,SRID=4326;POINT(-1.260091 36.843351)
7.08121e+17,3/11/2016 2:42,05:42 jam at msa road towards cabanas at this time??whats up via @mwendwamut,-1.331118,36.887873999999996,traffic,SRID=4326;POINT(-1.331118 36.887874)
7.08115e+17,3/11/2016 2:17,05:16 Arwings kodhek near java hurlingam road is flooded..looks like a river -Valley rd clear ndani ya ping via @Abubhakari,NONE,NONE,rain,SRID=4326;POINT(NONE NONE)
7.08113e+17,3/11/2016 2:11,05:11 yaya rd clear drizzling peke via @Abubhakari,-1.292211,36.787248999999996,NONE,SRID=4326;POINT(-1.292211 36.787249)
7.08112e+17,3/11/2016 2:08,05:08 Ngong rd clear #IjumaaKareem thanks Allah we are aLive via @Abubhakari,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08082e+17,3/11/2016 0:07,03:07 Lots of drunk drivers on thika road though via @iz_ben,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08036e+17,3/10/2016 21:04,"00:04 Eastern Bypass Rolex Stage (Membly Park junction) head on collision, saloon &amp; truck; injuries unknown. via @skmathenge",-1.298857,36.762126000000002,accident,SRID=4326;POINT(-1.298857 36.762126)
7.08025e+17,3/10/2016 20:23,23:23 08:26 Repair of roads in Thika has taken ridiculously long~more ⇢ https://t.co/8t1FbJXWZz https://t.co/Lmu3k0FhF1 via @michael18376760,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08007e+17,3/10/2016 19:10,22:10 Langata police station parking is full of big cars ama ni wale watoto wa projectX via @achieng_ben,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08002e+17,3/10/2016 18:50,21:49 Suppose you refused to bribe a cop for a fictitious traffic offense &amp; charged in court? Ho~more ⇢ https://t.co/41km0WmkjG via @wany_sy,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08001e+17,3/10/2016 18:46,21:46 Interesting @NPSOfficial_KE 3 traffic cops entering Hydaz Club in full uniform. Wondering what's the plot? via @asunza,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08e+17,3/10/2016 18:41,"21:41 @ntsa_kenya ntsa get your act together, we have the worst public transport system ever, ~more ⇢ https://t.co/uL8Cz9njqi via @dougebole",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.08e+17,3/10/2016 18:41,"21:40 the insanity in our public service vehicles is sad, do rules and regulation exist in this country? via @dougebole",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07998e+17,3/10/2016 18:35,21:35 jogoo rd watz via doni watz da goin... God hv mercy via @DANIEL29612803,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07993e+17,3/10/2016 18:16,21:15 It'll be AM Clouds/PM Sun tomorrow in Nairobi! With a high of 28Â°C and a low of 17Â°C. #Lindsay via @DrWambua,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07993e+17,3/10/2016 18:16,21:15 Kenyans how can you name a matatu chaotic....SMH via @karashkamanda,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07993e+17,3/10/2016 18:13,21:13 magadi road is moving via @robertokisorio,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07991e+17,3/10/2016 18:04,21:04 This is how @KideroEvans has so far reclaimed former glory of Donholm rd. Pity the residents  https://t.co/emItuKQnQY via @JWaigwi,-1.297518,36.886108,NONE,SRID=4326;POINT(-1.297518 36.886108)
7.07991e+17,3/10/2016 18:04,"21:04 gang of youths,pickpocketing passengers in hurlingham route and ngong road citihoppas via @SimsMbugua",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0799e+17,3/10/2016 18:01,21:01 Komarock rd police alwys set up a rdblck to cllet 50 bob frm each matatu#corruption wth Knya police. via @litswa,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07989e+17,3/10/2016 17:58,20:58 Jogoo road again is a nightmare from Makadara its a snail like movement via @JohnnieChrome,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07989e+17,3/10/2016 17:57,20:57 @JakobHaentjes sema industrial area jam kusikana. We have spend two hours along lunga lunga. via @Alexmbugua5,-1.180448,36.939087999999998,traffic,SRID=4326;POINT(-1.180448 36.939088)
7.07988e+17,3/10/2016 17:54,20:53 At Buru-I dont get y guys going to Donhi need to block the road yet traffic haisongi ahead... via @Welstec,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07986e+17,3/10/2016 17:48,"20:48 KBH 300 D Saloon car ,if you reach home Safe with that reckless driving it will Gods mercies on uhuru highway via @SamMacoha",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07983e+17,3/10/2016 17:33,20:32 Jogoo rd from Easton apartments craaaaaaaazy all the way to Donholm round about via @steviemOsly,-1.297571,36.871260999999997,NONE,SRID=4326;POINT(-1.297571 36.871261)
7.07981e+17,3/10/2016 17:27,"20:26 When traffic lights fail in London,nothing happens.Imagine the same~more ⇢ https://t.co/6PFzSsH3tx https://t.co/6aaxKMd41C via @ukentv",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07981e+17,3/10/2016 17:25,20:24 I have travelled with a very disciplined driver of Sonny Classic mat from Nbi to Kiambu. Kudos Dere via @isaacgachema,-1.180448,36.939087999999998,NONE,SRID=4326;POINT(-1.180448 36.939088)
7.07981e+17,3/10/2016 17:24,20:24 The traffic tonight at Jogoo Rd damn! The devil's playground via @YogaJr,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0798e+17,3/10/2016 17:24,20:24 Self explanatory  https://t.co/QcWYDeNOmf via @adeshdosh,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0798e+17,3/10/2016 17:23,20:23 Mombasa Rd is crawling both ways via @coachyawe,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0798e+17,3/10/2016 17:22,20:22 Muhoho Ave from the Mombasa RD intersection towards the Mosque is moving slowly due to t~more ⇢ https://t.co/T06PDEZEUS via @coachyawe,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0798e+17,3/10/2016 17:22,20:22 I give up coz it seems jogoo Rd mats are above the law! wrong side out bound! via @JudyNyagah,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0798e+17,3/10/2016 17:22,20:22 haile selassie now  https://t.co/1BBCEizhQ4 via @lagaless,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0798e+17,3/10/2016 17:21,"20:21 @ma3rout Mombasa road at nakumatt mega, kujipea syk Tu, kajam pap via @prince_roba",-1.180448,36.939087999999998,traffic,SRID=4326;POINT(-1.180448 36.939088)
7.0798e+17,3/10/2016 17:21,20:20 a little courtesy goes a long way. Let's learn to share the road safely and with courtesy. via @SafeWayRightWay,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07979e+17,3/10/2016 17:17,"20:17 chaka place towards yaya cente
moving well via @Abubhakari",-1.292211,36.787248999999996,NONE,SRID=4326;POINT(-1.292211 36.787249)
7.07978e+17,3/10/2016 17:15,20:15 no jam Arwings kodhek via @Abubhakari,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.07978e+17,3/10/2016 17:15,20:15 Kipande Road junction towards Museum Hill is moving at the moment. #Ma3RouteCheck,-1.273477,36.813378,NONE,SRID=4326;POINT(-1.273477 36.813378)
7.07978e+17,3/10/2016 17:14,"20:14 Uhuru Highway from Harambee Avenue Junction towards GPO, Kenyatta Avenue is moving at the moment. #Ma3RouteCheck",-1.298857,36.762126000000002,NONE,SRID=4326;POINT(-1.298857 36.762126)
7.07978e+17,3/10/2016 17:14,20:13 as i go home left Kenyatta avenue moving help to the yellow boxes..valley rd no jam via @Abubhakari,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.07978e+17,3/10/2016 17:13,20:13 Museum Hill headed towards Ojijo Road junction is moving at the moment. #Ma3RouteCheck,-1.273477,36.813378,NONE,SRID=4326;POINT(-1.273477 36.813378)
7.07978e+17,3/10/2016 17:13,20:12 Argwings Kodhek Road from Chaka Road junction towards Yaya is moving at the moment. #Ma3RouteCheck,-1.292211,36.787248999999996,NONE,SRID=4326;POINT(-1.292211 36.787249)
7.07977e+17,3/10/2016 17:12,20:12 Haile Selassie Avenue from Uhuru Highway towards Railways is moving at the moment. #Ma3RouteCheck,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07977e+17,3/10/2016 17:11,20:11 Uhuru Highway from Museum Hill towards University Way roundabout is moving at the moment. #Ma3RouteCheck,-1.2919615,36.841590600000004,NONE,SRID=4326;POINT(-1.2919615 36.8415906)
7.07977e+17,3/10/2016 17:10,"20:09 Haile Selassie Avenue from Railways towards Uhuru Highway is very slow at the moment, heavy traffic! #Ma3RouteCheck",NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.07977e+17,3/10/2016 17:09,20:09 Argwings Kodhek Road from Yaya towards Chaka Road junction is moving at the moment. #Ma3RouteCheck,-1.292211,36.787248999999996,NONE,SRID=4326;POINT(-1.292211 36.787249)
7.07976e+17,3/10/2016 17:08,20:07 jogoo rd from stardii to Donholm ni parking lot.. via @kiraguh1,-1.297518,36.886108,NONE,SRID=4326;POINT(-1.297518 36.886108)
7.07976e+17,3/10/2016 17:07,"20:07 Uhuru Highway from Laico Regency towards GPO, Kenyatta Avenue is moving at the moment. #Ma3RouteCheck",-1.285843,36.818917999999996,NONE,SRID=4326;POINT(-1.285843 36.818918)
7.07976e+17,3/10/2016 17:04,20:04 Kenyatta Avenue from CBD towards GPO is moving at the moment. #Ma3RouteCheck,-1.285843,36.818917999999996,NONE,SRID=4326;POINT(-1.285843 36.818918)
7.07975e+17,3/10/2016 17:01,20:01 Kenyatta Avenue from Processional Way Junction towards CBD is moving at the moment. #Ma3RouteCheck,-1.298857,36.762126000000002,NONE,SRID=4326;POINT(-1.298857 36.762126)
7.07975e+17,3/10/2016 17:01,"20:00 Uhuru Highway from GPO, Kenyatta Avenue towards University Way is moving at the moment. #Ma3RouteCheck",-1.285843,36.818917999999996,NONE,SRID=4326;POINT(-1.285843 36.818918)
7.07974e+17,3/10/2016 17:00,"20:00 #Ma3RouteCheck brought to you by @chlorideexide, quit jump-starting, #DialABattery on 0719080000.  https://t.co/oVkMr4QqZo",-1.304765,36.856104999999999,NONE,SRID=4326;POINT(-1.304765 36.856105)
7.07974e+17,3/10/2016 16:57,19:57 Jogoo Road into Donholm is obviously parked. Very slow with minimal movement. via @CKogutuh,-1.297518,36.886108,NONE,SRID=4326;POINT(-1.297518 36.886108)
7.07969e+17,3/10/2016 16:40,19:39 Typical Kenyan idiots on the road  https://t.co/Xbm8kIXCId via @OkoechL,-1.249806,36.846795,NONE,SRID=4326;POINT(-1.249806 36.846795)
7.07967e+17,3/10/2016 16:32,19:32 #ItsWiseTo know how is Jogoo road now? via @lagaless,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07967e+17,3/10/2016 16:31,"19:31 South B route. Tel Aviv (ear piercing noise + reckless drivers) - 70/-, Other SACCO (qui~more ⇢ https://t.co/0a5KZn3afq via @coachyawe",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07964e+17,3/10/2016 16:20,19:20 Vehicles on jogoo road evading traffic by plying wrong way  https://t.co/gGkYeLIeV2 via @Erick_Merchant,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07964e+17,3/10/2016 16:18,19:18 Traffic is not moving at jogoo rd  https://t.co/WlecZEGcPI via @Erick_Merchant,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07963e+17,3/10/2016 16:15,19:14 Now Uhuru highway out of town slow as always approaching bunyala roundabout |Good evening via @Ramgeedavis,-1.2919615,36.841590600000004,NONE,SRID=4326;POINT(-1.2919615 36.8415906)
7.07963e+17,3/10/2016 16:14,19:14 Is anyone paying attention to the Yellow boxes in town? Waste of paint for sure. via @JustinMugwimi,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07961e+17,3/10/2016 16:07,"19:07 Thika Rd out of town moving,towards town moving also via @BenCandour",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07958e+17,3/10/2016 15:57,18:56 Uhuru highway at a standstill  https://t.co/EVbmhsCVpb via @VinceChepkwony,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07958e+17,3/10/2016 15:57,18:56 Kama ni wewe umekaa karibu na mimi kwa hii mat ya Mombasa road KBW 354Q na unasoma hii~more ⇢ https://t.co/G4OqU0JP6j via @BaronKimaru,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07958e+17,3/10/2016 15:56,18:56 #KAB179Q The county govt should act responsibly&amp;make sure t~more ⇢ https://t.co/G0CJyrnPul https://t.co/h9A0P8cTb4 via @ronnie_masanga,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07958e+17,3/10/2016 15:55,18:55 #NoHelmetNoRide. Please wear an helmet any time you are using a ~more ⇢ https://t.co/kzH66hlpqb https://t.co/7AgKWcQR6S via @bikers254,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07958e+17,3/10/2016 15:54,18:54 Anyone with an update on Uhuru highway through to Mombasa road? via @allanolingo,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07957e+17,3/10/2016 15:52,"18:52 Landhies, standstill!  https://t.co/ngPp2kcOyL via @AbuuJameel",NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.07957e+17,3/10/2016 15:52,18:51 heavy traffic behind Buru Buru girls to Mtindwa  https://t.co/BqPVux7gMh via @GilbertGitaugm,-1.330205,36.870267999999996,traffic,SRID=4326;POINT(-1.330205 36.870268)
7.07957e+17,3/10/2016 15:49,"18:48 The stretch from sunshine secondary school to T-mall round about is terrible...
#traffic via @Chris_Counsel",-1.321142,36.808710999999995,NONE,SRID=4326;POINT(-1.321142 36.808711)
7.07955e+17,3/10/2016 15:42,18:42 heavy jam at Jogoo road towards Donholm but moving via @ahmedkanjo88,-1.297518,36.886108,traffic,SRID=4326;POINT(-1.297518 36.886108)
7.07953e+17,3/10/2016 15:35,18:35 #ItsWiseTo drive carefully via @SimonNgania,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07952e+17,3/10/2016 15:31,18:31 Mombasa rd jam ikoaje via @BenjaminNzioki2,NONE,NONE,traffic,SRID=4326;POINT(NONE NONE)
7.07952e+17,3/10/2016 15:30,18:29 #KBQ888V kingsize parking is where you are the only who owns a car in the parking lot  https://t.co/YfhXHbk3L7 via @jazinoo,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07952e+17,3/10/2016 15:30,18:29 @KideroEvans @davisresident1 .... Just below Madaraka flyover is a disaster in the waiting~more ⇢ https://t.co/OSIoK32AOy via @cnamayi,-1.307615,36.819322999999997,NONE,SRID=4326;POINT(-1.307615 36.819323)
7.07951e+17,3/10/2016 15:28,18:28 @KenyaRedCross body lying on Juja road at Huruma kwa chief via @BonihBonchez,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07951e+17,3/10/2016 15:26,18:26 #ItsWiseTo always observe the traffic rules no matter what. via @JRiithi,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07951e+17,3/10/2016 15:26,18:25 #ItsWiseTo always obey traffic rules and not overlap like am seeing now on Jogoo Road. via @lagaless,-1.28714,36.95308,NONE,SRID=4326;POINT(-1.28714 36.95308)
7.07951e+17,3/10/2016 15:26,18:25 my newly discovered routes to avoid uhuru highway traffic is rily working for me t~more ⇢ https://t.co/YlaONIZ826 via @424ebd8abf974da,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0795e+17,3/10/2016 15:23,18:23 #UhuruHighway Traffic is flowing moderately from University Way r/about through Haile Selass~more ⇢ https://t.co/A2H74VSjQq via ^admin,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.0795e+17,3/10/2016 15:22,18:22 Waiyaki way opens up from Safaricom via @OneSantuz,-1.259496,36.786095000000003,NONE,SRID=4326;POINT(-1.259496 36.786095)
7.0795e+17,3/10/2016 15:21,18:21 @KideroEvans mbagathi rd frm magiwa estate still blocked by a repair garage.Please help remove these vehicles via @davisresident1,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07949e+17,3/10/2016 15:19,18:19 @KideroEvans Expansion of Ngong road is coming. via @dennilski,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07949e+17,3/10/2016 15:18,18:18 Can this car survive on kenyan roads with ridiculous speed limits  https://t.co/Zu8MlIePec via @Danalphie,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07949e+17,3/10/2016 15:18,"18:18 yaya junction,no budging 😃😆  https://t.co/ZkkbO0ltcZ via @muniumm",-1.292211,36.787248999999996,NONE,SRID=4326;POINT(-1.292211 36.787249)
7.07949e+17,3/10/2016 15:17,18:17 jam rongai starts from park place .using gataka rd via @mwaurajnr,-1.35677,36.762236999999999,traffic,SRID=4326;POINT(-1.35677 36.762237)
7.07948e+17,3/10/2016 15:16,18:15 waiyaki way now moving...police have rescued the situation n moved the vehicles involved in the accident via @stanleyIzme,-1.249806,36.846795,accident,SRID=4326;POINT(-1.249806 36.846795)
7.07948e+17,3/10/2016 15:15,"18:14 mbs road capital, Bellevue, airtel hapo ni teke teke via @johnndambuki",-1.319443,36.837845000000002,NONE,SRID=4326;POINT(-1.319443 36.837845)
7.07948e+17,3/10/2016 15:14,18:14 Seat belt saves lives. #BuckleUp #safetyfirst  https://t.co/5seIBolwSo via @muchirinjenga,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07948e+17,3/10/2016 15:14,18:14 accident outside safaricom on waiyaki way outbound. Heavy traffic at the moment  https://t.co/iKqqTmPHP7 via @dwat22,-1.339245,36.911133,accident,SRID=4326;POINT(-1.339245 36.911133)
7.07948e+17,3/10/2016 15:13,18:13 Amazing! Ngong rd - NHIF - Kenyatta moving swiftly. Library R/Abt clearest. NHIF - H/sellasie - R/Abt moving nice! via @mosse07,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07947e+17,3/10/2016 15:10,18:10 Nobody ever listens to me. #TrafficWatch  https://t.co/fYleq9eZ8G via @muchirinjenga,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07946e+17,3/10/2016 15:09,18:08 uhuru Highway approaching nyayo rounda traffic flowing average via @johnndambuki,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07946e+17,3/10/2016 15:08,18:07 Where does one board #Ma3 za #NairobiHospital? via @KarugaJosephKE,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07946e+17,3/10/2016 15:07,18:07 Thika rd outward slight jam at Pangani interchange but moving. via @VincentAwange,-1.264914,36.835940000000001,traffic,SRID=4326;POINT(-1.264914 36.83594)
7.07946e+17,3/10/2016 15:07,18:06 Thika rd outward slight jam at Pangani interchange but moving. via @VincentAwange,-1.264914,36.835940000000001,traffic,SRID=4326;POINT(-1.264914 36.83594)
7.07946e+17,3/10/2016 15:06,18:06 Niko kwa matatu ya Nazigi na makanga amezusha kumrudishia customer change ya 50 mpaka~more ⇢ https://t.co/5SCarIbNfG via @maryceleste4,-1.180448,36.939087999999998,NONE,SRID=4326;POINT(-1.180448 36.939088)
7.07945e+17,3/10/2016 15:05,18:05 some hooligans on mbagathi way have picked a body from Kenyatta hosp morgue and are busy~more ⇢ https://t.co/PUKi8JjYai via @caroneksa,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07945e+17,3/10/2016 15:02,"18:02 Waiyaki Way is packed up to Njuguna's coz of an accident,but chill it's alright you're going nowhere you can wait! via @akannkey",-1.249806,36.846795,accident,SRID=4326;POINT(-1.249806 36.846795)
7.07944e+17,3/10/2016 15:01,18:01 #WaiyakiWay accident near safaricom turn...massive jam building up via @stanleyIzme,-1.259496,36.786095000000003,accident,SRID=4326;POINT(-1.259496 36.786095)
7.07944e+17,3/10/2016 15:00,"18:00 Accident 3 cars #WaiyakiWay at Maxland junction, road blocked. Outward backed up till westlands via @ewanganju",-1.298857,36.762126000000002,accident,SRID=4326;POINT(-1.298857 36.762126)
7.07944e+17,3/10/2016 14:59,17:59 thika Rd clear after garden city via @mashablessed777,-1.234677,36.873342000000001,NONE,SRID=4326;POINT(-1.234677 36.873342)
7.07944e+17,3/10/2016 14:58,"17:58 #ThikaRoad Traffic out of town slowing down from Utalii towards Allsopps, clears well after ~more ⇢ https://t.co/1ec0yonOQr via ^admin",-1.2573079,36.854238500000001,NONE,SRID=4326;POINT(-1.2573079 36.8542385)
7.07944e+17,3/10/2016 14:58,17:57 north airport road not moving at all. Avoid if you can. via @monjiru,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07944e+17,3/10/2016 14:57,17:57 hallesalassie Avenue towards uhuru Highway traffic moving moderate via @johnndambuki,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07943e+17,3/10/2016 14:57,17:57 this car is on front of me and am thinking. ..  https://t.co/HVIKvIyg7x via @kinyuaj,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07943e+17,3/10/2016 14:57,17:57 waiyaki way towards ABC is packed and at snail's pace via @crimewatch008,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07943e+17,3/10/2016 14:54,17:54 Whoever invented Ring road is a genius. Yaya to Westlands in 7 minutes. via @VKiplangat,-1.292211,36.787248999999996,NONE,SRID=4326;POINT(-1.292211 36.787249)
7.07942e+17,3/10/2016 14:52,17:52 Limuru road from Ngara towards Ruaka is moving cc: @chipukeezyvini @thatchickLynda via @MafisiSacco,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07942e+17,3/10/2016 14:52,"17:51 let me remind you guys, when entering an unmanned roundabout vehicles on your right always have the right-of-way. via @ericnyaga",-1.2919615,36.841590600000004,NONE,SRID=4326;POINT(-1.2919615 36.8415906)
7.07942e+17,3/10/2016 14:51,17:51 is bunyala road to Uhuru highway much better? Any alternative? via @KinotiJimm,NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
7.07942e+17,3/10/2016 14:49,17:49 Mtindwa junction from buruburu heading to umoja moving slowly  https://t.co/W9lNmmC3kl via @micches,-1.298857,36.762126000000002,NONE,SRID=4326;POINT(-1.298857 36.762126)
7.07941e+17,3/10/2016 14:49,"17:49 #LangataRoad Traffic to town flowing moderately from Bypass to Sunshine, slows down through ~more ⇢ https://t.co/ArHRii5a7I via ^admin",NONE,NONE,NONE,SRID=4326;POINT(NONE NONE)
